date,price
2008-04-10,4733
2008-04-09,4747.05
2008-04-08,4709.65
2008-04-07,4761.2
2008-04-04,4647
2008-04-03,4771.6
2008-04-02,4754.2
2008-04-01,4739.55
2008-03-31,4734.5
2008-03-28,4942
2008-03-27,4830.25
2008-03-26,4828.85
2008-03-25,4877.5
2008-03-24,4609.85
2008-03-19,4573.95
2008-03-18,4533
2008-03-17,4503.1
2008-03-14,4745.8
2008-03-13,4623.6
2008-03-12,4872
2008-03-11,4865.9
2008-03-10,4800.4
2008-03-07,4771.6
2008-03-05,4921.4
2008-03-04,4864.25
2008-03-03,4953
2008-02-29,5223.5
2008-02-28,5285.1
2008-02-27,5268.4
2008-02-26,5270.05
2008-02-25,5200.7
2008-02-22,5110.75
2008-02-21,5191.8
2008-02-20,5154.45
2008-02-19,5280.8
2008-02-18,5276.9
2008-02-15,5302.9
2008-02-14,5202
2008-02-13,4929.45
2008-02-12,4838.25
2008-02-11,4857
2008-02-08,5120.35
2008-02-07,5133.25
2008-02-06,5322.55
2008-02-05,5483.9
2008-02-04,5463.5
2008-02-01,5317.25
2008-01-31,5137.45
2008-01-30,5167.6
2008-01-29,5280.8
2008-01-28,5274.1
2008-01-25,5383.35
2008-01-24,5033.45
2008-01-23,5203.4
2008-01-22,4899.3
2008-01-21,5208.8
2008-01-18,5705.3
2008-01-17,5913.2
2008-01-16,5935.75
2008-01-15,6074.25
2008-01-14,6206.8
2008-01-11,6200.1
2008-01-10,6156.95
2008-01-09,6272
2008-01-08,6287.85
2008-01-07,6279.1
2008-01-04,6274.3
2008-01-03,6178.55
2008-01-02,6179.4
2008-01-01,6144.35
2007-12-31,6138.6
2007-12-28,6079.7
2007-12-27,6081.5
2007-12-26,6070.75
2007-12-24,5985.1
2007-12-20,5766.5
2007-12-19,5751.15
2007-12-18,5742.3
2007-12-17,5777
2007-12-14,6047.7
2007-12-13,6058.1
2007-12-12,6159.3
2007-12-11,6097.25
2007-12-10,5960.6
2007-12-07,5974.3
2007-12-06,5954.7
2007-12-05,5940
2007-12-04,5858.35
2007-12-03,5865
2007-11-30,5762.75
2007-11-29,5634.6
2007-11-28,5617.55
2007-11-27,5698.15
2007-11-26,5731.7
2007-11-23,5608.6
2007-11-22,5519.35
2007-11-21,5561.05
2007-11-20,5780.9
2007-11-19,5907.65
2007-11-16,5906.85
2007-11-15,5912.1
2007-11-14,5937.9
2007-11-13,5695.4
2007-11-12,5617.1
2007-11-09,5663.25
2007-11-08,5698.75
2007-11-07,5782.35
2007-11-06,5786.5
2007-11-05,5847.3
2007-11-02,5932.4
2007-11-01,5866.45
2007-10-31,5900.65
2007-10-30,5868.75
2007-10-29,5905.9
2007-10-26,5702.3
2007-10-25,5568.95
2007-10-24,5496.15
2007-10-23,5473.7
2007-10-22,5184
2007-10-19,5215.3
2007-10-18,5351
2007-10-17,5559.3
2007-10-16,5668.05
2007-10-15,5670.4
2007-10-12,5428.25
2007-10-11,5524.85
2007-10-10,5441.45
2007-10-09,5327.25
2007-10-08,5085.1
2007-10-05,5185.85
2007-10-04,5208.65
2007-10-03,5210.8
2007-10-01,5068.95
2007-09-28,5021.35
2007-09-27,5000.55
2007-09-26,4940.5
2007-09-25,4938.85
2007-09-24,4932.2
2007-09-21,4837.55
2007-09-20,4747.55
2007-09-19,4732.35
2007-09-18,4546.2
2007-09-17,4494.65
2007-09-14,4518
2007-09-13,4528.95
2007-09-12,4496.85
2007-09-11,4497.05
2007-09-10,4507.85
2007-09-07,4509.5
2007-09-06,4518.6
2007-09-05,4475.85
2007-09-04,4479.25
2007-09-03,4474.75
2007-08-31,4464
2007-08-30,4412.3
2007-08-29,4359.3
2007-08-28,4320.7
2007-08-27,4302.6
2007-08-24,4190.15
2007-08-23,4114.95
2007-08-22,4153.15
2007-08-21,4074.9
2007-08-20,4209.05
2007-08-17,4108.05
2007-08-16,4178.6
2007-08-14,4370.2
2007-08-13,4373.65
2007-08-10,4333.35
2007-08-09,4403.2
2007-08-08,4462.1
2007-08-07,4356.35
2007-08-06,4339.5
2007-08-03,4401.55
2007-08-02,4356.35
2007-08-01,4345.85
2007-07-31,4528.85
2007-07-30,4440.05
2007-07-27,4445.2
2007-07-26,4619.8
2007-07-25,4588.7
2007-07-24,4620.75
2007-07-23,4619.35
2007-07-20,4566.05
2007-07-19,4562.1
2007-07-18,4499.55
2007-07-17,4496.75
2007-07-16,4512.15
2007-07-13,4504.55
2007-07-12,4446.15
2007-07-11,4387.15
2007-07-10,4406.05
2007-07-09,4419.4
2007-07-06,4384.85
2007-07-05,4353.95
2007-07-04,4359.3
2007-07-03,4357.55
2007-07-02,4313.75
2007-06-29,4318.3
2007-06-28,4282
2007-06-27,4263.95
2007-06-26,4285.7
2007-06-25,4259.4
2007-06-22,4252.05
2007-06-21,4267.4
2007-06-20,4248.65
2007-06-19,4214.3
2007-06-18,4147.1
2007-06-15,4171.45
2007-06-14,4170
2007-06-13,4113.05
2007-06-12,4155.2
2007-06-11,4145.6
2007-06-08,4145
2007-06-07,4179.5
2007-06-06,4198.25
2007-06-05,4284.65
2007-06-04,4267.05
2007-06-01,4297.05
2007-05-31,4295.8
2007-05-30,4249.65
2007-05-29,4293.25
2007-05-28,4256.55
2007-05-25,4248.15
2007-05-24,4204.9
2007-05-23,4246.2
2007-05-22,4278.1
2007-05-21,4260.9
2007-05-18,4214.5
2007-05-17,4219.55
2007-05-16,4170.95
2007-05-15,4120.3
2007-05-14,4134.3
2007-05-11,4076.65
2007-05-10,4066.8
2007-05-09,4079.3
2007-05-08,4077
2007-05-07,4111.15
2007-05-04,4117.35
2007-05-03,4150.85
2007-04-30,4087.9
2007-04-27,4083.5
2007-04-26,4177.85
2007-04-25,4167.3
2007-04-24,4141.8
2007-04-23,4085.1
2007-04-20,4083.55
2007-04-19,3997.65
2007-04-18,4011.6
2007-04-17,3984.95
2007-04-16,4013.35
2007-04-13,3917.35
2007-04-12,3829.85
2007-04-11,3862.65
2007-04-10,3848.15
2007-04-09,3843.5
2007-04-05,3752
2007-04-04,3733.25
2007-04-03,3690.65
2007-04-02,3633.6
2007-03-30,3821.55
2007-03-29,3798.1
2007-03-28,3761.1
2007-03-26,3819.95
2007-03-23,3861.05
2007-03-22,3875.9
2007-03-21,3764.55
2007-03-20,3697.6
2007-03-19,3678.9
2007-03-16,3608.55
2007-03-15,3643.6
2007-03-14,3641.1
2007-03-13,3770.55
2007-03-12,3734.6
2007-03-09,3718
2007-03-08,3761.65
2007-03-07,3626.85
2007-03-06,3655.65
2007-03-05,3576.5
2007-03-02,3726.75
2007-03-01,3811.2
2007-02-28,3745.3
2007-02-27,3893.9
2007-02-26,3942
2007-02-23,3938.95
2007-02-22,4040
2007-02-21,4096.2
2007-02-20,4106.95
2007-02-19,4164.55
2007-02-15,4146.2
2007-02-14,4047.1
2007-02-13,4044.55
2007-02-12,4058.3
2007-02-09,4187.4
2007-02-08,4223.4
2007-02-07,4224.25
2007-02-06,4195.9
2007-02-05,4215.35
2007-02-02,4183.5
2007-02-01,4137.2
2007-01-31,4082.7
2007-01-29,4124.45
2007-01-25,4147.7
2007-01-24,4089.9
2007-01-23,4066.1
2007-01-22,4102.45
2007-01-19,4090.15
2007-01-18,4109.05
2007-01-17,4076.45
2007-01-16,4080.5
2007-01-15,4078.4
2007-01-12,4052.45
2007-01-11,3942.25
2007-01-10,3850.3
2007-01-09,3911.4
2007-01-08,3933.4
2007-01-05,3983.4
2007-01-04,3988.8
2007-01-03,4024.05
2007-01-02,4007.4
2006-12-29,3966.4
2006-12-28,3970.55
2006-12-27,3974.25
2006-12-26,3940.5
2006-12-22,3871.15
2006-12-21,3833.5
2006-12-20,3815.55
2006-12-19,3832
2006-12-18,3928.75
2006-12-15,3888.65
2006-12-14,3843.05
2006-12-13,3765.2
2006-12-12,3716.9
2006-12-11,3849.5
2006-12-08,3962
2006-12-07,4015.35
2006-12-06,4015.95
2006-12-05,4015.75
2006-12-04,4001
2006-12-01,3997.6
2006-11-30,3954.5
2006-11-29,3928.2
2006-11-28,3921.75
2006-11-27,3968.9
2006-11-24,3950.85
2006-11-23,3945.45
2006-11-22,3954.75
2006-11-21,3918.25
2006-11-20,3856.15
2006-11-17,3852.8
2006-11-16,3876.85
2006-11-15,3876.3
2006-11-14,3865.9
2006-11-13,3858.75
2006-11-10,3834.75
2006-11-09,3796.4
2006-11-08,3777.3
2006-11-07,3798.75
2006-11-06,3809.25
2006-11-03,3805.35
2006-11-02,3791.2
2006-11-01,3767.05
2006-10-31,3744.1
2006-10-30,3769.1
2006-10-27,3739.35
2006-10-26,3677.55
2006-10-23,3657.3
2006-10-21,3683.5
2006-10-20,3676.85
2006-10-19,3677.8
2006-10-18,3710.65
2006-10-17,3715
2006-10-16,3723.95
2006-10-13,3676.05
2006-10-12,3621.05
2006-10-11,3558.55
2006-10-10,3571.05
2006-10-09,3567.15
2006-10-06,3569.7
2006-10-05,3564.9
2006-10-04,3515.35
2006-10-03,3569.6
2006-09-29,3588.4
2006-09-28,3571.75
2006-09-27,3579.3
2006-09-26,3571.75
2006-09-25,3523.45
2006-09-22,3544.05
2006-09-21,3553.05
2006-09-20,3502.8
2006-09-19,3457.35
2006-09-18,3492.75
2006-09-15,3478.6
2006-09-14,3471.6
2006-09-13,3454.55
2006-09-12,3389.9
2006-09-11,3366.15
2006-09-08,3471.45
2006-09-07,3454.55
2006-09-06,3477.25
2006-09-05,3473.75
2006-09-04,3476.85
2006-09-01,3435.45
2006-08-31,3413.9
2006-08-30,3430.35
2006-08-29,3425.7
2006-08-28,3401.1
2006-08-25,3385.95
2006-08-24,3370.4
2006-08-23,3335.8
2006-08-22,3364.6
2006-08-21,3366
2006-08-18,3356.75
2006-08-17,3353.9
2006-08-16,3356.05
2006-08-14,3313.1
2006-08-11,3274.35
2006-08-10,3260.1
2006-08-09,3254.6
2006-08-08,3212.4
2006-08-07,3151.1
2006-08-04,3176.75
2006-08-03,3190
2006-08-02,3182.1
2006-08-01,3147.8
2006-07-31,3143.2
2006-07-28,3130.8
2006-07-27,3156.15
2006-07-26,3110.15
2006-07-25,3040.5
2006-07-24,2985.85
2006-07-21,2945
2006-07-20,3023.05
2006-07-19,2932.75
2006-07-18,2993.65
2006-07-17,3007.55
2006-07-14,3123.35
2006-07-13,3169.3
2006-07-12,3195.9
2006-07-11,3116.15
2006-07-10,3142
2006-07-07,3075.85
2006-07-06,3156.4
2006-07-05,3197.1
2006-07-04,3138.65
2006-07-03,3150.95
2006-06-30,3128.2
2006-06-29,2997.9
2006-06-28,2981.1
2006-06-27,2982.45
2006-06-26,2943.2
2006-06-25,3050.3
2006-06-23,3042.7
2006-06-22,2994.75
2006-06-21,2923.45
2006-06-20,2861.3
2006-06-19,2916.9
2006-06-16,2890.35
2006-06-15,2798.8
2006-06-14,2632.8
2006-06-13,2663.3
2006-06-12,2776.85
2006-06-09,2866.3
2006-06-08,2724.35
2006-06-07,2860.45
2006-06-06,2937.3
2006-06-05,3016.65
2006-06-02,3091.35
2006-06-01,2962.25
2006-05-31,3071.05
2006-05-30,3185.3
2006-05-29,3214.9
2006-05-26,3209.6
2006-05-25,3177.7
2006-05-24,3115.55
2006-05-23,3199.35
2006-05-22,3081.35
2006-05-19,3246.9
2006-05-18,3388.9
2006-05-17,3635.1
2006-05-16,3523.3
2006-05-15,3502.95
2006-05-12,3650.05
2006-05-11,3701.05
2006-05-10,3754.25
2006-05-09,3720.55
2006-05-08,3693.15
2006-05-05,3663.95
2006-05-04,3648.4
2006-05-03,3634.25
2006-05-02,3605.45
2006-04-29,3557.6
2006-04-28,3508.35
2006-04-27,3508.1
2006-04-26,3555.75
2006-04-25,3462.65
2006-04-24,3548.9
2006-04-21,3573.05
2006-04-20,3573.5
2006-04-19,3535.85
2006-04-18,3518.1
2006-04-17,3425.15
2006-04-13,3345.5
2006-04-12,3380
2006-04-10,3478.45
2006-04-07,3454.8
2006-04-05,3510.9
2006-04-04,3483.15
2006-04-03,3473.3
2006-03-31,3402.55
2006-03-30,3418.95
2006-03-29,3354.2
2006-03-28,3325
2006-03-27,3321.65
2006-03-24,3279.8
2006-03-23,3247.15
2006-03-22,3240.15
2006-03-21,3262.3
2006-03-20,3265.65
